order_id,customer_id,product_id,category,sub_category,region,shipping_mode,order_date,ship_date,quantity,sales,discount,profit,shipping_duration,order_year,order_month,order_quarter,profit_margin,is_high_value
ORD-28684,CUST-0198,PROD-0194,Office Supplies,Binders,West,First Class,2023-06-07,2023-06-10,5,850.29,0.0,446.11,3,2023,6,2,0.5246562937350786,0
ORD-12384,CUST-0434,PROD-0095,Furniture,Bookcases,West,Standard Class,2023-02-05,2023-02-10,4,962.62,0.2,158.43,5,2023,2,1,0.16458207807857722,0
ORD-32161,CUST-0283,PROD-0100,Furniture,Bookcases,West,Same Day,2023-10-03,2023-10-04,8,308.08,0.1,89.65,1,2023,10,4,0.29099584523500394,0
ORD-70195,CUST-0426,PROD-0032,Technology,Copiers,North,Same Day,2023-09-20,2023-09-21,7,1494.01,0.1,367.62,1,2023,9,3,0.24606261002269061,1
ORD-32541,CUST-0219,PROD-0078,Furniture,Tables,South,First Class,2023-02-09,2023-02-12,7,1027.72,0.0,602.41,3,2023,2,1,0.5861616004359164,0
ORD-11665,CUST-0469,PROD-0115,Furniture,Bookcases,West,Same Day,2023-07-22,2023-07-29,8,536.6,0.0,210.76,7,2023,7,3,0.39276928811032424,0
ORD-49246,CUST-0117,PROD-0197,Furniture,Bookcases,West,Same Day,2023-07-14,2023-07-20,3,363.19,0.5,-39.71,6,2023,7,3,-0.10933671081252237,0
ORD-60436,CUST-0209,PROD-0173,Technology,Copiers,West,Standard Class,2023-04-04,2023-04-05,5,1438.98,0.3,218.61,1,2023,4,2,0.1519201100779719,1
ORD-63745,CUST-0247,PROD-0185,Office Supplies,Art,North,Second Class,2023-11-14,2023-11-17,1,605.91,0.5,-48.16,3,2023,11,4,-0.0794837517123005,0
ORD-55738,CUST-0425,PROD-0022,Office Supplies,Paper,North,Second Class,2023-12-05,2023-12-08,7,528.19,0.0,219.24,3,2023,12,4,0.41507790757113916,0
ORD-28450,CUST-0234,PROD-0172,Office Supplies,Paper,South,Same Day,2023-03-15,2023-03-18,9,35.93,0.5,0.72,3,2023,3,1,0.0200389646534929,0
ORD-73088,CUST-0241,PROD-0156,Technology,Accessories,South,Second Class,2023-01-28,2023-01-30,8,849.39,0.5,-157.99,2,2023,1,1,-0.1860040735115789,0
ORD-98522,CUST-0464,PROD-0099,Technology,Phones,East,Standard Class,2023-04-27,2023-04-30,1,305.61,0.3,50.36,3,2023,4,2,0.16478518373089884,0
ORD-51077,CUST-0042,PROD-0077,Technology,Accessories,North,Standard Class,2023-02-07,2023-02-14,10,56.12,0.2,6.47,7,2023,2,1,0.11528866714183891,0
ORD-40162,CUST-0448,PROD-0107,Office Supplies,Art,South,First Class,2023-08-21,2023-08-28,5,1392.63,0.2,383.4,7,2023,8,3,0.2753064345877943,1
ORD-25151,CUST-0172,PROD-0088,Office Supplies,Art,West,First Class,2023-09-17,2023-09-24,5,34.38,0.3,9.17,7,2023,9,3,0.2667248400232693,0
ORD-18143,CUST-0183,PROD-0037,Technology,Accessories,East,Standard Class,2023-12-08,2023-12-12,7,1090.8,0.2,265.22,4,2023,12,4,0.24314264759809318,0
ORD-23293,CUST-0315,PROD-0137,Furniture,Furnishings,East,Second Class,2023-04-14,2023-04-16,9,315.15,0.0,169.8,2,2023,4,2,0.5387910518800572,0
ORD-15990,CUST-0413,PROD-0113,Office Supplies,Art,West,Same Day,2023-01-13,2023-01-15,2,79.2,0.2,20.8,2,2023,1,1,0.26262626262626265,0
ORD-94569,CUST-0189,PROD-0064,Technology,Copiers,East,Standard Class,2023-05-19,2023-05-22,2,263.81,0.1,93.93,3,2023,5,2,0.35605170387779084,0
ORD-84554,CUST-0275,PROD-0142,Technology,Accessories,West,First Class,2023-01-30,2023-02-04,10,1273.11,0.0,637.42,5,2023,1,1,0.5006794385402675,1
ORD-57748,CUST-0037,PROD-0040,Technology,Copiers,East,Second Class,2023-06-09,2023-06-15,7,757.92,0.5,62.99,6,2023,6,2,0.08310903525438042,0
ORD-47512,CUST-0244,PROD-0091,Office Supplies,Storage,North,Standard Class,2023-03-09,2023-03-16,9,48.6,0.3,7.89,7,2023,3,1,0.16234567901234567,0
ORD-35115,CUST-0141,PROD-0026,Technology,Copiers,South,Same Day,2023-02-07,2023-02-08,2,33.16,0.0,19.36,1,2023,2,1,0.5838359469240049,0
ORD-58690,CUST-0100,PROD-0088,Office Supplies,Binders,West,Standard Class,2023-01-24,2023-01-31,6,624.66,0.0,279.45,7,2023,1,1,0.447363365670925,0
ORD-63456,CUST-0099,PROD-0143,Office Supplies,Art,North,Same Day,2023-03-13,2023-03-20,9,481.48,0.0,171.89,7,2023,3,1,0.35700340616432663,0
ORD-44283,CUST-0135,PROD-0113,Furniture,Furnishings,North,Second Class,2023-09-11,2023-09-16,3,388.01,0.5,-46.38,5,2023,9,3,-0.11953300172675962,0
ORD-81087,CUST-0102,PROD-0147,Furniture,Furnishings,West,Second Class,2023-04-11,2023-04-16,10,363.29,0.1,140.76,5,2023,4,2,0.387459054749649,0
ORD-45040,CUST-0058,PROD-0156,Furniture,Chairs,West,Same Day,2023-05-01,2023-05-02,9,982.51,0.0,453.07,1,2023,5,2,0.4611352556208079,0
ORD-59809,CUST-0317,PROD-0197,Office Supplies,Art,West,Same Day,2023-10-19,2023-10-23,8,1058.82,0.2,204.94,4,2023,10,4,0.19355508962807655,0
ORD-90350,CUST-0186,PROD-0099,Office Supplies,Paper,East,Same Day,2023-08-12,2023-08-15,3,195.31,0.2,28.07,3,2023,8,3,0.14372023961906713,0
ORD-38615,CUST-0353,PROD-0164,Office Supplies,Art,West,Same Day,2023-05-18,2023-05-25,9,55.24,0.0,27.68,7,2023,5,2,0.501086169442433,0
ORD-25246,CUST-0333,PROD-0024,Office Supplies,Art,South,Same Day,2023-06-05,2023-06-06,1,252.31,0.0,123.7,1,2023,6,2,0.4902699060679323,0
ORD-41366,CUST-0165,PROD-0149,Furniture,Furnishings,North,First Class,2023-06-27,2023-06-29,7,1287.77,0.5,-247.68,2,2023,6,2,-0.1923324817319863,1
ORD-42020,CUST-0489,PROD-0171,Office Supplies,Binders,West,Same Day,2023-01-09,2023-01-13,8,73.31,0.0,35.93,4,2023,1,1,0.4901104897012686,0
ORD-10584,CUST-0477,PROD-0159,Technology,Copiers,South,Same Day,2023-02-20,2023-02-21,10,1429.42,0.3,125.0,1,2023,2,1,0.08744805585482224,1
ORD-18014,CUST-0312,PROD-0084,Furniture,Chairs,West,First Class,2023-04-03,2023-04-05,3,1108.32,0.2,280.32,2,2023,4,2,0.2529233434387181,0
ORD-41484,CUST-0205,PROD-0179,Furniture,Bookcases,North,Standard Class,2023-10-16,2023-10-22,8,336.76,0.0,192.99,6,2023,10,4,0.5730787504454211,0
ORD-32301,CUST-0012,PROD-0188,Technology,Copiers,South,First Class,2023-02-28,2023-03-04,4,1432.68,0.2,446.12,4,2023,2,1,0.31138844682692574,1
ORD-98721,CUST-0321,PROD-0025,Office Supplies,Binders,South,Same Day,2023-05-05,2023-05-07,5,1362.59,0.0,569.79,2,2023,5,2,0.4181668733808409,1
ORD-53973,CUST-0276,PROD-0102,Technology,Machines,East,Same Day,2023-10-27,2023-10-29,4,1177.43,0.2,195.13,2,2023,10,4,0.16572535097627883,1
ORD-66279,CUST-0072,PROD-0066,Technology,Copiers,West,First Class,2023-10-30,2023-10-31,8,430.29,0.5,-6.7,1,2023,10,4,-0.015570894048200052,0
ORD-36695,CUST-0108,PROD-0129,Office Supplies,Paper,South,First Class,2023-09-28,2023-09-29,1,294.14,0.0,119.79,1,2023,9,3,0.4072550486163052,0
ORD-17225,CUST-0324,PROD-0199,Office Supplies,Storage,North,First Class,2023-02-06,2023-02-09,2,698.23,0.0,274.33,3,2023,2,1,0.39289345917534335,0
ORD-42625,CUST-0200,PROD-0029,Technology,Accessories,South,First Class,2023-10-08,2023-10-09,9,894.73,0.1,179.6,1,2023,10,4,0.20073094676606348,0
ORD-46658,CUST-0342,PROD-0168,Office Supplies,Storage,East,Standard Class,2023-12-19,2023-12-26,6,253.5,0.3,24.24,7,2023,12,4,0.09562130177514792,0
ORD-83509,CUST-0295,PROD-0113,Technology,Machines,North,Same Day,2023-08-22,2023-08-28,2,352.48,0.0,119.8,6,2023,8,3,0.3398774398547435,0
ORD-38855,CUST-0231,PROD-0181,Office Supplies,Paper,North,First Class,2023-02-23,2023-02-25,5,1394.82,0.1,575.39,2,2023,2,1,0.4125191781018339,1
ORD-39810,CUST-0310,PROD-0003,Office Supplies,Paper,East,First Class,2023-04-24,2023-04-29,6,849.55,0.0,333.32,5,2023,4,2,0.3923488905891354,0
ORD-97055,CUST-0217,PROD-0093,Technology,Phones,North,First Class,2023-09-28,2023-09-29,9,476.34,0.3,55.37,1,2023,9,3,0.11624050048284838,0
ORD-93420,CUST-0199,PROD-0077,Furniture,Chairs,South,Standard Class,2023-01-30,2023-02-03,8,1394.73,0.3,170.47,4,2023,1,1,0.1222243731761703,1
ORD-95524,CUST-0450,PROD-0052,Furniture,Furnishings,North,Same Day,2023-11-18,2023-11-25,1,588.22,0.2,223.89,7,2023,11,4,0.38062289619530104,0
ORD-24707,CUST-0345,PROD-0127,Furniture,Furnishings,South,Same Day,2023-09-06,2023-09-08,4,469.57,0.0,143.48,2,2023,9,3,0.3055561471133164,0
ORD-80705,CUST-0280,PROD-0184,Furniture,Furnishings,South,Same Day,2023-06-23,2023-06-29,4,831.13,0.2,195.47,6,2023,6,2,0.23518583133805782,0
ORD-73729,CUST-0363,PROD-0015,Furniture,Tables,East,First Class,2023-02-22,2023-02-27,1,1096.37,0.3,127.12,5,2023,2,1,0.11594625901839709,0
ORD-36770,CUST-0056,PROD-0102,Office Supplies,Binders,South,Same Day,2023-10-23,2023-10-30,10,1119.22,0.0,346.2,7,2023,10,4,0.30932256392845014,0
ORD-49507,CUST-0069,PROD-0175,Office Supplies,Paper,East,Same Day,2023-07-27,2023-08-01,1,1444.16,0.0,471.09,5,2023,7,3,0.32620346775980497,1
ORD-32525,CUST-0203,PROD-0116,Furniture,Furnishings,East,First Class,2023-11-15,2023-11-22,9,1398.34,0.1,597.3,7,2023,11,4,0.42714933421056395,1
ORD-15025,CUST-0410,PROD-0050,Furniture,Chairs,North,Standard Class,2023-05-18,2023-05-24,7,1410.04,0.0,496.69,6,2023,5,2,0.35225241837111004,1
ORD-53554,CUST-0056,PROD-0001,Technology,Phones,East,Standard Class,2023-01-24,2023-01-29,9,1124.1,0.0,541.16,5,2023,1,1,0.4814162441063962,0
ORD-64848,CUST-0074,PROD-0116,Technology,Copiers,West,Second Class,2023-03-08,2023-03-15,1,554.69,0.0,179.33,7,2023,3,1,0.32329769781319295,0
ORD-53691,CUST-0429,PROD-0068,Technology,Machines,West,First Class,2023-05-01,2023-05-06,8,404.66,0.1,105.82,5,2023,5,2,0.2615034844066623,0
ORD-47103,CUST-0077,PROD-0167,Furniture,Chairs,East,Same Day,2023-06-08,2023-06-12,6,152.63,0.3,32.22,4,2023,6,2,0.2110987355041604,0
ORD-99295,CUST-0422,PROD-0096,Furniture,Tables,North,Same Day,2023-01-16,2023-01-23,4,293.41,0.3,29.78,7,2023,1,1,0.1014961998568556,0
ORD-77035,CUST-0302,PROD-0067,Office Supplies,Storage,East,Standard Class,2023-12-22,2023-12-29,8,207.06,0.0,81.27,7,2023,12,4,0.3924949290060852,0
ORD-56698,CUST-0069,PROD-0133,Office Supplies,Binders,North,First Class,2023-04-20,2023-04-21,5,305.02,0.5,-49.34,1,2023,4,2,-0.16175988459773133,0
ORD-14992,CUST-0340,PROD-0039,Furniture,Tables,North,Standard Class,2023-12-01,2023-12-03,10,1136.02,0.3,128.22,2,2023,12,4,0.11286773120191546,1
ORD-47995,CUST-0083,PROD-0172,Furniture,Chairs,West,First Class,2023-06-11,2023-06-13,5,578.18,0.5,57.74,2,2023,6,2,0.09986509391538968,0
ORD-86767,CUST-0489,PROD-0114,Office Supplies,Art,North,Same Day,2023-02-06,2023-02-10,2,388.83,0.5,21.23,4,2023,2,1,0.05459969652547386,0
ORD-25874,CUST-0236,PROD-0136,Office Supplies,Paper,West,First Class,2023-07-20,2023-07-24,7,924.86,0.2,295.44,4,2023,7,3,0.31944294271565427,0
ORD-28344,CUST-0083,PROD-0061,Technology,Machines,East,Second Class,2023-07-24,2023-07-25,2,701.54,0.5,-89.43,1,2023,7,3,-0.12747669413005674,0
ORD-51540,CUST-0155,PROD-0153,Office Supplies,Art,West,Standard Class,2023-12-15,2023-12-22,2,672.81,0.0,344.23,7,2023,12,4,0.5116303265409254,0
ORD-43562,CUST-0330,PROD-0180,Furniture,Chairs,East,First Class,2023-07-17,2023-07-18,5,515.67,0.0,203.06,1,2023,7,3,0.3937789671689259,0
ORD-94104,CUST-0460,PROD-0139,Technology,Phones,South,First Class,2023-02-18,2023-02-25,9,182.46,0.2,29.04,7,2023,2,1,0.15915817165406115,0
ORD-15207,CUST-0155,PROD-0150,Technology,Machines,West,Standard Class,2023-01-06,2023-01-07,8,209.31,0.0,96.3,1,2023,1,1,0.46008313028522285,0
ORD-59903,CUST-0263,PROD-0175,Furniture,Chairs,West,Second Class,2023-01-30,2023-02-05,7,446.16,0.0,222.65,6,2023,1,1,0.4990362201900663,0
ORD-47732,CUST-0490,PROD-0076,Furniture,Chairs,South,First Class,2023-09-04,2023-09-11,3,940.65,0.0,312.22,7,2023,9,3,0.3319194174241217,0
ORD-91404,CUST-0279,PROD-0020,Technology,Copiers,West,Second Class,2023-11-02,2023-11-06,3,1012.69,0.3,76.84,4,2023,11,4,0.07587711935538022,0
ORD-30303,CUST-0162,PROD-0154,Furniture,Furnishings,East,Second Class,2023-11-15,2023-11-16,4,325.06,0.2,95.73,1,2023,11,4,0.29449947701962714,0
ORD-85838,CUST-0396,PROD-0051,Technology,Machines,East,First Class,2023-04-17,2023-04-22,9,150.84,0.2,55.28,5,2023,4,2,0.3664810395120658,0
ORD-87468,CUST-0130,PROD-0099,Office Supplies,Storage,East,Same Day,2023-10-15,2023-10-22,10,1008.45,0.0,378.05,7,2023,10,4,0.37488224502950074,0
ORD-92350,CUST-0419,PROD-0047,Furniture,Furnishings,West,Standard Class,2023-08-30,2023-09-01,6,713.85,0.3,119.39,2,2023,8,3,0.1672480212929887,0
ORD-92899,CUST-0038,PROD-0049,Technology,Machines,East,Same Day,2023-04-07,2023-04-11,8,989.93,0.0,563.09,4,2023,4,2,0.5688179972321276,0
ORD-99875,CUST-0223,PROD-0004,Furniture,Tables,East,Second Class,2023-05-17,2023-05-21,3,1186.29,0.0,600.96,4,2023,5,2,0.5065877652176113,1
ORD-52267,CUST-0342,PROD-0125,Furniture,Furnishings,East,Standard Class,2023-02-23,2023-02-28,5,802.19,0.0,318.99,5,2023,2,1,0.39764893603759704,0
ORD-39164,CUST-0204,PROD-0193,Technology,Copiers,North,Standard Class,2023-06-09,2023-06-12,8,187.67,0.5,-22.9,3,2023,6,2,-0.12202269941919326,0
ORD-85173,CUST-0352,PROD-0118,Furniture,Chairs,East,Second Class,2023-06-18,2023-06-23,6,1495.0,0.3,272.4,5,2023,6,2,0.18220735785953177,1
ORD-44527,CUST-0020,PROD-0158,Furniture,Furnishings,East,Standard Class,2023-09-18,2023-09-21,2,1247.52,0.0,404.63,3,2023,9,3,0.3243475054508144,1
ORD-43035,CUST-0422,PROD-0008,Furniture,Tables,East,First Class,2023-11-03,2023-11-05,3,219.63,0.2,61.12,2,2023,11,4,0.2782862086235942,0
ORD-73661,CUST-0098,PROD-0179,Office Supplies,Paper,East,Same Day,2023-04-03,2023-04-04,9,657.53,0.1,167.97,1,2023,4,2,0.25545602482016033,0
ORD-98967,CUST-0114,PROD-0034,Office Supplies,Storage,North,Same Day,2023-11-13,2023-11-14,8,1472.2,0.1,483.15,1,2023,11,4,0.3281823121858443,1
ORD-39100,CUST-0328,PROD-0182,Office Supplies,Art,East,First Class,2023-03-27,2023-03-31,10,1196.92,0.3,71.41,4,2023,3,1,0.05966146442535841,1
ORD-56432,CUST-0161,PROD-0068,Furniture,Chairs,North,Same Day,2023-10-14,2023-10-19,8,1444.01,0.5,142.44,5,2023,10,4,0.09864197616359997,1
ORD-28419,CUST-0416,PROD-0145,Furniture,Tables,North,Second Class,2023-07-29,2023-08-04,4,364.19,0.2,52.03,6,2023,7,3,0.14286498805568523,0
ORD-16281,CUST-0396,PROD-0149,Furniture,Furnishings,South,First Class,2023-08-15,2023-08-16,3,1124.9,0.3,151.96,1,2023,8,3,0.13508756333896346,0
ORD-63760,CUST-0126,PROD-0032,Technology,Copiers,West,First Class,2023-07-11,2023-07-14,1,671.18,0.5,16.3,3,2023,7,3,0.024285586578861113,0
ORD-79460,CUST-0370,PROD-0194,Technology,Copiers,South,Standard Class,2023-05-23,2023-05-25,3,1262.9,0.0,706.59,2,2023,5,2,0.5594979808377544,1
ORD-70516,CUST-0249,PROD-0056,Technology,Copiers,West,Second Class,2023-12-14,2023-12-21,3,1023.13,0.3,121.4,7,2023,12,4,0.11865549832377117,0
ORD-94036,CUST-0393,PROD-0068,Technology,Copiers,West,First Class,2023-05-19,2023-05-21,8,537.02,0.0,278.26,2,2023,5,2,0.5181557483892593,0
ORD-60111,CUST-0168,PROD-0015,Office Supplies,Art,North,Second Class,2023-04-20,2023-04-21,7,1329.47,0.2,512.86,1,2023,4,2,0.38576274756105816,1
ORD-90071,CUST-0460,PROD-0163,Furniture,Furnishings,East,First Class,2023-12-26,2023-12-29,1,734.76,0.5,-64.31,3,2023,12,4,-0.08752517828950951,0
ORD-38349,CUST-0093,PROD-0138,Office Supplies,Art,East,Same Day,2023-10-06,2023-10-11,10,368.07,0.0,127.8,5,2023,10,4,0.34721656206699814,0
ORD-78765,CUST-0034,PROD-0164,Furniture,Chairs,North,First Class,2023-03-15,2023-03-22,9,197.2,0.1,95.28,7,2023,3,1,0.4831643002028398,0
ORD-36593,CUST-0132,PROD-0146,Office Supplies,Storage,West,Second Class,2023-11-23,2023-11-29,10,1192.89,0.0,640.21,6,2023,11,4,0.53668821098341,1
ORD-68026,CUST-0399,PROD-0139,Technology,Machines,East,Second Class,2023-05-21,2023-05-26,1,1015.52,0.2,257.5,5,2023,5,2,0.2535646762249882,0
ORD-78805,CUST-0049,PROD-0054,Office Supplies,Binders,South,Standard Class,2023-12-27,2024-01-02,2,925.93,0.5,-46.21,6,2023,12,4,-0.049906580411046196,0
ORD-62092,CUST-0344,PROD-0072,Furniture,Bookcases,South,First Class,2023-07-02,2023-07-06,7,384.42,0.3,37.93,4,2023,7,3,0.0986681234066906,0
ORD-31807,CUST-0464,PROD-0131,Technology,Accessories,West,Standard Class,2023-07-24,2023-07-30,10,1360.55,0.2,358.08,6,2023,7,3,0.2631876814523538,1
ORD-40956,CUST-0017,PROD-0137,Furniture,Tables,East,Standard Class,2023-08-19,2023-08-26,8,77.7,0.0,41.67,7,2023,8,3,0.5362934362934363,0
ORD-80669,CUST-0046,PROD-0173,Technology,Machines,West,First Class,2023-07-18,2023-07-24,4,229.36,0.0,131.58,6,2023,7,3,0.5736832926403906,0
ORD-55150,CUST-0417,PROD-0077,Furniture,Chairs,South,Standard Class,2023-05-12,2023-05-18,10,1272.9,0.0,483.5,6,2023,5,2,0.3798413072511587,1
ORD-93868,CUST-0094,PROD-0138,Office Supplies,Storage,West,First Class,2023-02-23,2023-03-01,10,405.03,0.0,141.43,6,2023,2,1,0.3491840110609091,0
ORD-95827,CUST-0296,PROD-0066,Office Supplies,Binders,West,Second Class,2023-12-14,2023-12-15,2,806.72,0.5,-146.98,1,2023,12,4,-0.18219456564855213,0
ORD-76051,CUST-0029,PROD-0046,Technology,Accessories,South,Standard Class,2023-06-15,2023-06-21,3,170.23,0.5,-20.88,6,2023,6,2,-0.12265758091993186,0
ORD-81555,CUST-0007,PROD-0146,Furniture,Chairs,South,Second Class,2023-11-10,2023-11-12,1,1430.13,0.3,119.98,2,2023,11,4,0.083894471131995,1
ORD-48998,CUST-0381,PROD-0060,Furniture,Furnishings,South,Standard Class,2023-11-14,2023-11-19,1,626.56,0.2,223.22,5,2023,11,4,0.3562627681307457,0
ORD-34710,CUST-0267,PROD-0013,Technology,Copiers,East,Second Class,2023-07-05,2023-07-09,4,289.86,0.1,72.42,4,2023,7,3,0.24984475263920514,0
ORD-47772,CUST-0381,PROD-0002,Office Supplies,Art,South,Same Day,2023-01-01,2023-01-05,6,644.64,0.0,241.24,4,2023,1,1,0.3742243732936213,0
ORD-44187,CUST-0321,PROD-0003,Office Supplies,Art,South,Standard Class,2023-08-19,2023-08-25,8,289.24,0.3,48.88,6,2023,8,3,0.16899460655510995,0
ORD-29531,CUST-0297,PROD-0048,Technology,Machines,West,Same Day,2023-02-24,2023-03-01,5,422.8,0.0,170.26,5,2023,2,1,0.4026963103122043,0
ORD-34854,CUST-0072,PROD-0116,Furniture,Tables,North,Same Day,2023-07-21,2023-07-27,7,680.27,0.5,16.58,6,2023,7,3,0.02437267555529422,0
ORD-10694,CUST-0482,PROD-0004,Technology,Machines,West,Same Day,2023-07-17,2023-07-22,10,1237.2,0.1,547.68,5,2023,7,3,0.4426770126091173,1
ORD-84952,CUST-0193,PROD-0007,Furniture,Chairs,South,Second Class,2023-01-28,2023-02-02,5,1013.24,0.2,296.27,5,2023,1,1,0.29239864198018234,0
ORD-30257,CUST-0450,PROD-0008,Office Supplies,Art,West,First Class,2023-04-05,2023-04-11,5,1147.05,0.0,504.98,6,2023,4,2,0.44024236083867313,1
ORD-34576,CUST-0498,PROD-0164,Office Supplies,Paper,East,First Class,2023-08-22,2023-08-23,1,1355.54,0.5,-224.58,1,2023,8,3,-0.1656756716880358,1
ORD-94257,CUST-0268,PROD-0048,Furniture,Chairs,West,Standard Class,2023-01-14,2023-01-20,8,486.78,0.2,93.69,6,2023,1,1,0.19246887711080982,0
ORD-85751,CUST-0233,PROD-0087,Technology,Accessories,North,Same Day,2023-09-17,2023-09-18,7,626.0,0.2,94.97,1,2023,9,3,0.15170926517571884,0
ORD-75652,CUST-0036,PROD-0131,Office Supplies,Binders,North,Standard Class,2023-07-24,2023-07-26,7,763.41,0.1,352.98,2,2023,7,3,0.4623727747868118,0
ORD-65627,CUST-0451,PROD-0062,Technology,Copiers,North,Standard Class,2023-05-02,2023-05-05,6,1346.82,0.5,-41.29,3,2023,5,2,-0.03065740039500453,1
ORD-69936,CUST-0084,PROD-0120,Technology,Copiers,North,Second Class,2023-12-12,2023-12-13,5,1285.93,0.2,443.04,1,2023,12,4,0.3445288623797563,1
ORD-98407,CUST-0122,PROD-0131,Technology,Accessories,West,Same Day,2023-01-30,2023-02-06,10,448.32,0.0,194.05,7,2023,1,1,0.4328381513204854,0
ORD-70586,CUST-0348,PROD-0124,Technology,Copiers,East,Standard Class,2023-09-23,2023-09-24,5,1381.47,0.0,722.96,1,2023,9,3,0.5233266013738989,1
ORD-96765,CUST-0345,PROD-0148,Office Supplies,Paper,South,First Class,2023-08-08,2023-08-10,3,237.75,0.0,78.58,2,2023,8,3,0.33051524710830704,0
ORD-96706,CUST-0086,PROD-0156,Furniture,Chairs,North,First Class,2023-06-02,2023-06-06,3,1126.33,0.0,358.58,4,2023,6,2,0.31836140385144673,0
ORD-66883,CUST-0251,PROD-0063,Office Supplies,Storage,West,Same Day,2023-06-26,2023-06-27,10,658.02,0.0,307.24,1,2023,6,2,0.4669158992127899,0
ORD-60845,CUST-0235,PROD-0007,Technology,Accessories,West,Second Class,2023-11-14,2023-11-19,2,459.43,0.3,105.19,5,2023,11,4,0.22895762140043097,0
ORD-67988,CUST-0346,PROD-0082,Technology,Machines,South,Standard Class,2023-10-09,2023-10-15,4,334.72,0.2,57.41,6,2023,10,4,0.17151649139579347,0
ORD-14847,CUST-0464,PROD-0027,Furniture,Furnishings,West,Standard Class,2023-06-29,2023-06-30,2,1436.95,0.3,139.39,1,2023,6,2,0.09700407112286438,1
ORD-77661,CUST-0285,PROD-0182,Technology,Copiers,North,First Class,2023-03-23,2023-03-29,3,459.06,0.3,53.42,6,2023,3,1,0.11636823073236614,0
ORD-41020,CUST-0193,PROD-0010,Furniture,Tables,West,Second Class,2023-06-26,2023-06-29,8,974.39,0.2,162.68,3,2023,6,2,0.16695573640944592,0
ORD-42412,CUST-0292,PROD-0078,Technology,Phones,South,Same Day,2023-06-19,2023-06-24,5,1069.15,0.0,484.74,5,2023,6,2,0.453388205583875,0
ORD-58351,CUST-0304,PROD-0078,Furniture,Tables,South,Same Day,2023-12-10,2023-12-17,1,142.97,0.3,36.42,7,2023,12,4,0.25473875638245785,0
ORD-95600,CUST-0193,PROD-0119,Furniture,Bookcases,West,Same Day,2023-04-16,2023-04-18,8,197.45,0.5,15.52,2,2023,4,2,0.07860217776652317,0
ORD-36325,CUST-0164,PROD-0031,Furniture,Chairs,West,Standard Class,2023-08-02,2023-08-05,1,801.87,0.0,368.6,3,2023,8,3,0.4596755084988839,0
ORD-36718,CUST-0411,PROD-0175,Furniture,Furnishings,North,First Class,2023-06-17,2023-06-19,5,245.95,0.0,115.99,2,2023,6,2,0.4715999186826591,0
ORD-46066,CUST-0169,PROD-0062,Office Supplies,Art,East,Second Class,2023-06-02,2023-06-04,8,217.62,0.1,67.06,2,2023,6,2,0.3081518242808565,0
ORD-67399,CUST-0178,PROD-0195,Technology,Copiers,South,Standard Class,2023-02-15,2023-02-18,9,239.28,0.3,59.73,3,2023,2,1,0.2496238716148445,0
ORD-73335,CUST-0313,PROD-0047,Furniture,Furnishings,West,Second Class,2023-01-05,2023-01-09,7,57.82,0.0,27.72,4,2023,1,1,0.47941888619854717,0
ORD-54138,CUST-0270,PROD-0103,Furniture,Chairs,North,Second Class,2023-01-15,2023-01-17,6,559.01,0.3,150.44,2,2023,1,1,0.26911862041823936,0
ORD-81281,CUST-0347,PROD-0015,Office Supplies,Paper,West,Same Day,2023-12-02,2023-12-03,6,646.63,0.5,-129.01,1,2023,12,4,-0.19951131249710033,0
ORD-73381,CUST-0246,PROD-0169,Technology,Phones,South,Same Day,2023-01-10,2023-01-11,9,1196.04,0.5,-138.89,1,2023,1,1,-0.11612487876659643,1
ORD-38026,CUST-0277,PROD-0009,Technology,Copiers,South,First Class,2023-09-10,2023-09-15,3,1172.23,0.0,554.97,5,2023,9,3,0.4734309819745272,1
ORD-24950,CUST-0007,PROD-0155,Office Supplies,Storage,West,First Class,2023-02-03,2023-02-08,2,1220.09,0.0,486.88,5,2023,2,1,0.3990525289118016,1
ORD-96536,CUST-0390,PROD-0158,Technology,Copiers,East,Standard Class,2023-08-03,2023-08-08,1,66.18,0.2,22.82,5,2023,8,3,0.34481716530673917,0
ORD-52812,CUST-0102,PROD-0085,Furniture,Chairs,North,First Class,2023-06-19,2023-06-24,8,1317.05,0.2,168.81,5,2023,6,2,0.1281728104475912,1
ORD-34403,CUST-0006,PROD-0014,Office Supplies,Art,East,Second Class,2023-01-08,2023-01-14,2,1129.45,0.2,132.36,6,2023,1,1,0.11718978263756696,0
ORD-85880,CUST-0007,PROD-0015,Office Supplies,Art,South,Second Class,2023-03-15,2023-03-17,3,545.82,0.5,11.22,2,2023,3,1,0.020556227327690448,0
ORD-36474,CUST-0331,PROD-0051,Furniture,Tables,South,First Class,2023-11-27,2023-12-04,2,1385.51,0.5,12.88,7,2023,11,4,0.009296215833880666,1
ORD-10952,CUST-0073,PROD-0085,Office Supplies,Binders,South,Standard Class,2023-04-22,2023-04-26,2,373.55,0.0,114.09,4,2023,4,2,0.305420961049391,0
ORD-65384,CUST-0376,PROD-0149,Technology,Machines,West,Second Class,2023-06-02,2023-06-06,4,37.7,0.5,-4.38,4,2023,6,2,-0.11618037135278514,0
ORD-23359,CUST-0062,PROD-0008,Office Supplies,Storage,North,Same Day,2023-08-03,2023-08-10,7,731.12,0.1,291.09,7,2023,8,3,0.3981425757741547,0
