Order_ID,Customer_ID,Product_ID,Category,Sub_Category,Region,Shipping_Mode,Order_Date,Ship_Date,Quantity,Sales,Discount,Profit
ORD-95610,CUST-0219,PROD-0171,Office Supplies,Binders,North,First Class,2023-02-19,2023-02-26,7,1354.58,0.1,550.21
ORD-82553,CUST-0101,PROD-0050,Furniture,Bookcases,South,Second Class,2023-06-15,2023-06-16,4,1442.28,0.0,760.19
ORD-32915,CUST-0418,PROD-0188,Technology,Phones,North,First Class,2023-06-22,2023-06-25,7,687.71,0.3,192.08
ORD-85933,CUST-0302,PROD-0172,Office Supplies,Art,West,Same Day,2023-01-22,2023-01-24,2,1060.27,0.2,423.52
ORD-66176,CUST-0273,PROD-0169,Office Supplies,Binders,East,First Class,2023-04-06,2023-04-07,2,1350.48,0.0,676.69
ORD-58614,CUST-0199,PROD-0050,Furniture,Furnishings,South,Same Day,2023-09-14,2023-09-18,4,640.65,0.1,131.4
ORD-50881,CUST-0369,PROD-0080,Office Supplies,Paper,North,Same Day,2023-04-10,2023-04-17,3,1180.3,0.2,202.53
ORD-83995,CUST-0072,PROD-0163,Technology,Copiers,North,Second Class,2023-03-13,2023-03-20,10,455.9,0.3,53.36
ORD-28368,CUST-0388,PROD-0020,Technology,Accessories,East,Same Day,2023-05-15,2023-05-17,6,94.2,0.3,9.5
ORD-80974,CUST-0461,PROD-0044,Technology,Accessories,West,First Class,2023-03-02,2023-03-03,3,1397.96,0.0,624.22
ORD-87600,CUST-0315,PROD-0130,Technology,Phones,North,Second Class,2023-01-02,2023-01-09,6,940.08,0.1,331.83
ORD-65811,CUST-0041,PROD-0112,Office Supplies,Paper,West,Standard Class,2023-05-02,2023-05-03,5,1096.54,0.0,655.91
ORD-52825,CUST-0350,PROD-0179,Furniture,Furnishings,North,Standard Class,2023-12-25,2024-01-01,4,195.39,0.1,85.31
ORD-41489,CUST-0214,PROD-0001,Furniture,Furnishings,East,First Class,2023-04-06,2023-04-07,2,197.18,0.1,82.85
ORD-53564,CUST-0318,PROD-0162,Office Supplies,Binders,North,Same Day,2023-11-01,2023-11-07,2,902.55,0.3,54.34
ORD-16185,CUST-0309,PROD-0018,Technology,Copiers,East,Standard Class,2023-09-08,2023-09-14,7,489.15,0.5,-34.58
ORD-12368,CUST-0466,PROD-0095,Office Supplies,Art,South,Same Day,2023-01-13,2023-01-18,1,1336.98,0.0,633.51
ORD-78136,CUST-0007,PROD-0028,Technology,Machines,South,Same Day,2023-01-10,2023-01-15,7,452.14,0.3,95.03
ORD-92793,CUST-0433,PROD-0051,Office Supplies,Art,West,First Class,2023-03-06,2023-03-07,1,1278.37,0.2,498.55
ORD-25274,CUST-0191,PROD-0051,Furniture,Tables,North,Second Class,2023-04-23,2023-04-25,6,1448.54,0.5,69.77
ORD-50404,CUST-0347,PROD-0144,Office Supplies,Paper,East,Same Day,2023-01-23,2023-01-26,7,428.89,0.5,0.37
ORD-56697,CUST-0050,PROD-0175,Furniture,Tables,South,Second Class,2023-01-17,2023-01-24,6,1340.55,0.5,-224.93
ORD-98108,CUST-0489,PROD-0075,Technology,Phones,South,Second Class,2023-04-12,2023-04-17,2,947.62,0.0,422.71
ORD-85911,CUST-0038,PROD-0178,Furniture,Furnishings,West,Same Day,2023-12-18,2023-12-19,10,1303.72,0.1,591.17
ORD-76500,CUST-0468,PROD-0086,Office Supplies,Storage,North,Second Class,2023-12-22,2023-12-24,10,405.43,0.3,119.92
ORD-77472,CUST-0347,PROD-0170,Office Supplies,Binders,East,Second Class,2023-09-05,2023-09-10,4,920.93,0.3,263.82
ORD-72686,CUST-0013,PROD-0055,Furniture,Furnishings,South,Standard Class,2023-03-20,2023-03-21,6,1451.4,0.3,257.11
ORD-94208,CUST-0353,PROD-0079,Office Supplies,Art,South,Standard Class,2023-08-22,2023-08-25,9,698.96,0.3,193.41
ORD-34755,CUST-0132,PROD-0006,Office Supplies,Art,North,Second Class,2023-01-08,2023-01-11,1,1120.56,0.3,302.22
ORD-60631,CUST-0039,PROD-0127,Technology,Phones,North,Second Class,2023-09-21,2023-09-28,6,470.54,0.5,31.65
ORD-27716,CUST-0350,PROD-0050,Office Supplies,Art,North,Standard Class,2023-10-26,2023-10-29,6,264.81,0.1,62.17
ORD-84997,CUST-0198,PROD-0038,Furniture,Bookcases,West,Standard Class,2023-05-20,2023-05-23,2,1406.42,0.5,-264.8
ORD-83922,CUST-0278,PROD-0115,Technology,Phones,North,First Class,2023-12-05,2023-12-07,2,513.32,0.3,114.61
ORD-75044,CUST-0413,PROD-0111,Technology,Phones,North,Second Class,2023-09-21,2023-09-23,3,390.73,0.5,34.64
ORD-63244,CUST-0384,PROD-0088,Technology,Copiers,North,First Class,2023-03-05,2023-03-09,7,1494.43,0.3,314.47
ORD-21539,CUST-0470,PROD-0180,Office Supplies,Paper,North,Standard Class,2023-02-02,2023-02-04,4,344.49,0.5,32.08
ORD-65019,CUST-0233,PROD-0149,Furniture,Bookcases,East,Same Day,2023-11-30,2023-12-04,4,296.4,0.3,24.28
ORD-35186,CUST-0199,PROD-0130,Furniture,Chairs,East,First Class,2023-06-07,2023-06-10,7,1338.57,0.0,481.1
ORD-12965,CUST-0384,PROD-0125,Furniture,Chairs,East,First Class,2023-09-20,2023-09-26,10,1172.48,0.0,582.93
ORD-90443,CUST-0189,PROD-0002,Office Supplies,Art,South,Standard Class,2023-08-12,2023-08-17,4,607.93,0.1,130.23
ORD-74465,CUST-0092,PROD-0022,Technology,Copiers,South,Same Day,2023-05-27,2023-05-28,1,1252.36,0.1,407.14
ORD-55852,CUST-0380,PROD-0118,Office Supplies,Paper,East,Second Class,2023-06-22,2023-06-23,9,481.74,0.1,137.08
ORD-58241,CUST-0086,PROD-0160,Furniture,Bookcases,South,Second Class,2023-03-13,2023-03-15,2,736.19,0.0,319.87
ORD-28553,CUST-0136,PROD-0199,Office Supplies,Storage,South,Standard Class,2023-12-06,2023-12-08,1,1338.86,0.3,371.1
ORD-70156,CUST-0089,PROD-0099,Furniture,Chairs,South,Second Class,2023-03-16,2023-03-17,5,945.18,0.2,231.84
ORD-24577,CUST-0126,PROD-0028,Furniture,Bookcases,West,First Class,2023-07-10,2023-07-12,1,343.65,0.0,177.26
ORD-18564,CUST-0113,PROD-0005,Technology,Phones,North,First Class,2023-02-03,2023-02-06,7,467.5,0.1,207.82
ORD-46961,CUST-0128,PROD-0120,Office Supplies,Storage,North,Second Class,2023-06-21,2023-06-27,10,224.38,0.0,74.61
ORD-72161,CUST-0013,PROD-0170,Technology,Copiers,North,Second Class,2023-10-16,2023-10-20,7,941.97,0.5,-39.48
ORD-86507,CUST-0377,PROD-0133,Furniture,Tables,East,Same Day,2023-12-10,2023-12-15,7,978.99,0.1,466.63
ORD-37746,CUST-0179,PROD-0004,Furniture,Furnishings,East,Same Day,2023-08-20,2023-08-22,8,1065.69,0.0,569.79
ORD-63854,CUST-0260,PROD-0007,Technology,Copiers,North,Standard Class,2023-11-12,2023-11-19,5,758.67,0.0,305.4
ORD-56685,CUST-0326,PROD-0048,Technology,Phones,North,Standard Class,2023-03-15,2023-03-22,8,1225.55,0.0,466.12
ORD-28663,CUST-0066,PROD-0180,Furniture,Tables,South,First Class,2023-04-18,2023-04-25,9,146.86,0.1,63.2
ORD-24641,CUST-0209,PROD-0020,Furniture,Furnishings,West,Second Class,2023-12-14,2023-12-17,7,881.68,0.0,400.0
ORD-24680,CUST-0310,PROD-0135,Office Supplies,Art,North,Standard Class,2023-03-02,2023-03-05,8,826.83,0.2,298.89
ORD-86401,CUST-0031,PROD-0051,Furniture,Chairs,East,Second Class,2023-09-22,2023-09-26,1,289.02,0.1,133.22
ORD-62849,CUST-0446,PROD-0046,Office Supplies,Art,East,Second Class,2023-12-31,2024-01-04,10,1279.0,0.2,485.05
ORD-46851,CUST-0237,PROD-0166,Office Supplies,Storage,East,Standard Class,2023-09-23,2023-09-29,1,548.32,0.5,-20.76
ORD-18582,CUST-0035,PROD-0128,Office Supplies,Art,East,Second Class,2023-01-26,2023-01-27,3,1105.28,0.1,296.04
ORD-88955,CUST-0131,PROD-0044,Furniture,Bookcases,South,Same Day,2023-11-08,2023-11-15,4,620.9,0.2,70.12
ORD-47564,CUST-0159,PROD-0138,Furniture,Furnishings,North,Standard Class,2023-10-03,2023-10-08,2,622.53,0.3,155.23
ORD-74196,CUST-0368,PROD-0113,Office Supplies,Binders,East,Same Day,2023-08-26,2023-08-29,10,638.08,0.3,49.61
ORD-59138,CUST-0359,PROD-0033,Furniture,Tables,South,Standard Class,2023-11-24,2023-11-29,9,174.74,0.2,43.92
ORD-47342,CUST-0062,PROD-0055,Furniture,Bookcases,East,Second Class,2023-12-05,2023-12-09,10,696.02,0.0,266.46
ORD-88791,CUST-0402,PROD-0185,Technology,Copiers,West,Standard Class,2023-06-08,2023-06-14,6,519.34,0.0,307.43
ORD-12583,CUST-0037,PROD-0125,Technology,Phones,East,Standard Class,2023-03-19,2023-03-23,3,1443.08,0.3,356.98
ORD-93665,CUST-0094,PROD-0148,Office Supplies,Art,West,Same Day,2023-12-20,2023-12-22,5,97.35,0.1,38.69
ORD-94637,CUST-0469,PROD-0161,Technology,Machines,North,Same Day,2023-08-29,2023-09-01,9,545.72,0.1,247.32
ORD-95207,CUST-0207,PROD-0079,Technology,Machines,South,Same Day,2023-06-07,2023-06-09,9,1121.73,0.0,665.07
ORD-26670,CUST-0027,PROD-0071,Technology,Phones,West,Second Class,2023-10-20,2023-10-24,1,697.26,0.2,207.69
ORD-18087,CUST-0489,PROD-0176,Technology,Machines,West,Same Day,2023-01-25,2023-01-30,7,688.1,0.0,322.21
ORD-59012,CUST-0018,PROD-0015,Office Supplies,Binders,South,Standard Class,2023-10-21,2023-10-24,7,1086.6,0.3,262.37
ORD-33510,CUST-0031,PROD-0096,Office Supplies,Paper,West,Second Class,2023-01-22,2023-01-26,10,594.64,0.5,39.21
ORD-54014,CUST-0469,PROD-0139,Office Supplies,Art,East,Second Class,2023-03-06,2023-03-08,7,390.07,0.1,186.59
ORD-13572,CUST-0410,PROD-0009,Office Supplies,Binders,North,Same Day,2023-09-09,2023-09-13,1,460.26,0.2,164.25
ORD-34445,CUST-0050,PROD-0093,Technology,Copiers,East,Standard Class,2023-11-05,2023-11-09,8,893.56,0.0,297.4
ORD-63443,CUST-0015,PROD-0087,Office Supplies,Storage,East,First Class,2023-02-11,2023-02-14,4,420.31,0.0,229.55
ORD-74915,CUST-0424,PROD-0012,Furniture,Tables,North,Standard Class,2023-08-22,2023-08-26,3,265.63,0.3,42.49
ORD-90989,CUST-0477,PROD-0153,Furniture,Tables,West,Same Day,2023-05-31,2023-06-02,9,1096.88,0.0,631.13
ORD-61364,CUST-0454,PROD-0177,Office Supplies,Storage,West,First Class,2023-09-15,2023-09-22,9,104.88,0.0,60.92
ORD-37081,CUST-0017,PROD-0168,Furniture,Tables,South,First Class,2023-09-29,2023-10-01,6,1387.27,0.0,770.79
ORD-71008,CUST-0253,PROD-0086,Technology,Machines,East,Standard Class,2023-07-23,2023-07-29,4,951.19,0.1,396.08
ORD-99294,CUST-0313,PROD-0103,Office Supplies,Art,West,Standard Class,2023-05-23,2023-05-30,2,1390.88,0.5,68.44
ORD-23740,CUST-0203,PROD-0186,Office Supplies,Art,East,Second Class,2023-03-08,2023-03-12,10,386.49,0.5,-29.53
ORD-71450,CUST-0029,PROD-0034,Technology,Machines,West,Standard Class,2023-07-17,2023-07-22,1,481.57,0.5,-6.75
ORD-16613,CUST-0077,PROD-0157,Furniture,Bookcases,East,Second Class,2023-02-12,2023-02-17,1,1141.22,0.1,502.68
ORD-70937,CUST-0444,PROD-0009,Technology,Copiers,West,Standard Class,2023-06-19,2023-06-20,4,495.65,0.0,262.05
ORD-69127,CUST-0419,PROD-0048,Furniture,Furnishings,East,Second Class,2023-07-23,2023-07-24,5,815.19,0.1,194.26
ORD-21144,CUST-0300,PROD-0152,Technology,Copiers,East,Same Day,2023-05-01,2023-05-03,3,1016.47,0.2,222.04
ORD-25120,CUST-0040,PROD-0126,Office Supplies,Art,North,First Class,2023-06-27,2023-07-02,3,1028.72,0.0,371.41
ORD-86247,CUST-0040,PROD-0104,Office Supplies,Art,South,First Class,2023-03-08,2023-03-15,10,230.21,0.1,98.06
ORD-43717,CUST-0037,PROD-0142,Furniture,Bookcases,West,Same Day,2023-02-14,2023-02-18,7,574.06,0.2,201.76
ORD-97803,CUST-0133,PROD-0094,Office Supplies,Binders,West,Same Day,2023-01-08,2023-01-12,10,848.25,0.0,255.22
ORD-47045,CUST-0025,PROD-0132,Technology,Accessories,West,First Class,2023-07-20,2023-07-27,2,540.49,0.5,-39.4
ORD-60995,CUST-0213,PROD-0134,Furniture,Furnishings,North,Standard Class,2023-09-04,2023-09-09,6,637.28,0.0,372.65
ORD-16483,CUST-0096,PROD-0037,Furniture,Bookcases,North,First Class,2023-12-21,2023-12-25,1,435.75,0.0,180.56
ORD-83441,CUST-0019,PROD-0061,Technology,Copiers,North,Second Class,2023-03-14,2023-03-20,2,339.56,0.2,106.42
ORD-33140,CUST-0256,PROD-0146,Technology,Accessories,South,Same Day,2023-12-27,2024-01-01,10,431.92,0.3,87.11
ORD-30683,CUST-0256,PROD-0107,Office Supplies,Binders,South,First Class,2023-07-22,2023-07-28,10,1310.79,0.3,308.98
ORD-50550,CUST-0016,PROD-0174,Furniture,Tables,North,Second Class,2023-11-10,2023-11-15,2,953.32,0.5,-23.77
ORD-19870,CUST-0341,PROD-0129,Technology,Phones,North,Second Class,2023-01-10,2023-01-15,4,362.06,0.5,16.98
ORD-29214,CUST-0138,PROD-0200,Furniture,Bookcases,South,First Class,2023-09-05,2023-09-08,10,403.31,0.2,102.22
ORD-27544,CUST-0354,PROD-0181,Office Supplies,Storage,South,First Class,2023-03-17,2023-03-18,6,1495.07,0.0,831.56
ORD-16577,CUST-0398,PROD-0025,Furniture,Tables,South,Same Day,2023-05-10,2023-05-13,2,146.31,0.5,-2.69
ORD-18977,CUST-0217,PROD-0002,Office Supplies,Storage,South,Second Class,2023-10-31,2023-11-07,6,1320.54,0.0,713.37
ORD-65736,CUST-0219,PROD-0185,Technology,Machines,West,Second Class,2023-03-18,2023-03-24,10,621.03,0.5,5.31
ORD-72770,CUST-0034,PROD-0175,Technology,Phones,South,First Class,2023-12-04,2023-12-05,8,249.46,0.5,-17.96
ORD-86408,CUST-0364,PROD-0023,Office Supplies,Art,West,Second Class,2023-07-06,2023-07-13,1,1167.41,0.0,548.93
ORD-97086,CUST-0440,PROD-0131,Furniture,Chairs,West,Same Day,2023-08-04,2023-08-10,6,545.69,0.3,9.98
ORD-86082,CUST-0039,PROD-0153,Furniture,Furnishings,West,Same Day,2023-02-01,2023-02-07,3,224.11,0.2,71.17
ORD-50153,CUST-0293,PROD-0182,Office Supplies,Art,North,Second Class,2023-05-01,2023-05-05,1,1112.17,0.0,371.23
ORD-43022,CUST-0499,PROD-0040,Furniture,Chairs,West,First Class,2023-08-09,2023-08-11,2,756.23,0.2,129.18
ORD-45836,CUST-0076,PROD-0047,Technology,Phones,South,Second Class,2023-03-09,2023-03-15,2,1218.92,0.3,58.0
ORD-35139,CUST-0499,PROD-0132,Technology,Phones,South,Second Class,2023-08-16,2023-08-18,2,691.48,0.0,408.4
ORD-33154,CUST-0303,PROD-0094,Office Supplies,Binders,East,Standard Class,2023-09-17,2023-09-23,4,368.02,0.2,136.04
ORD-49114,CUST-0161,PROD-0054,Office Supplies,Art,North,First Class,2023-06-12,2023-06-18,7,1103.16,0.5,-124.32
ORD-39513,CUST-0034,PROD-0179,Furniture,Chairs,North,Same Day,2023-04-28,2023-05-05,4,1144.36,0.1,418.98
ORD-21156,CUST-0360,PROD-0092,Furniture,Tables,South,First Class,2023-06-15,2023-06-18,2,737.45,0.2,174.52
ORD-28447,CUST-0353,PROD-0173,Technology,Phones,West,First Class,2023-10-19,2023-10-25,10,1355.46,0.1,539.07
ORD-82228,CUST-0353,PROD-0011,Technology,Machines,East,Same Day,2023-03-02,2023-03-08,9,638.08,0.5,-123.81
ORD-83949,CUST-0340,PROD-0165,Office Supplies,Paper,West,First Class,2023-07-09,2023-07-12,10,915.47,0.0,296.54
ORD-52237,CUST-0128,PROD-0187,Furniture,Bookcases,North,First Class,2023-04-22,2023-04-27,7,184.25,0.0,87.65
ORD-48114,CUST-0435,PROD-0099,Technology,Copiers,North,Same Day,2023-01-06,2023-01-09,5,376.69,0.2,73.61
ORD-73451,CUST-0386,PROD-0172,Office Supplies,Binders,West,Same Day,2023-02-10,2023-02-12,8,1057.18,0.2,421.58
ORD-89360,CUST-0386,PROD-0096,Technology,Phones,South,Standard Class,2023-08-21,2023-08-28,9,1226.65,0.3,256.65
ORD-10053,CUST-0340,PROD-0176,Furniture,Furnishings,South,Same Day,2023-08-17,2023-08-19,1,423.82,0.3,72.47
ORD-90328,CUST-0101,PROD-0017,Office Supplies,Paper,West,Same Day,2023-10-10,2023-10-16,8,484.01,0.5,-87.51
ORD-60479,CUST-0354,PROD-0067,Furniture,Bookcases,North,Standard Class,2023-11-08,2023-11-15,3,964.52,0.1,410.86
ORD-25818,CUST-0232,PROD-0086,Furniture,Chairs,East,Same Day,2023-02-22,2023-02-26,2,456.54,0.0,199.76
ORD-45632,CUST-0026,PROD-0059,Office Supplies,Storage,South,Same Day,2023-09-02,2023-09-05,5,531.63,0.2,82.11
ORD-92871,CUST-0030,PROD-0149,Furniture,Chairs,East,First Class,2023-07-02,2023-07-08,1,932.44,0.2,317.97
ORD-98765,CUST-0375,PROD-0015,Technology,Machines,East,First Class,2023-09-17,2023-09-24,9,295.34,0.0,93.87
ORD-29473,CUST-0317,PROD-0159,Furniture,Furnishings,South,Second Class,2023-04-14,2023-04-17,9,1054.93,0.5,-9.95
ORD-85884,CUST-0056,PROD-0156,Furniture,Furnishings,West,First Class,2023-09-20,2023-09-23,9,1398.14,0.5,-196.09
ORD-85441,CUST-0076,PROD-0037,Furniture,Bookcases,South,Same Day,2023-12-21,2023-12-25,4,642.98,0.0,288.84
ORD-22707,CUST-0040,PROD-0119,Technology,Copiers,East,First Class,2023-11-23,2023-11-26,10,1140.93,0.1,235.98
ORD-89363,CUST-0138,PROD-0095,Technology,Copiers,East,First Class,2023-11-07,2023-11-10,9,631.25,0.0,263.85
ORD-70518,CUST-0361,PROD-0039,Office Supplies,Art,East,Second Class,2023-03-04,2023-03-08,10,322.48,0.3,67.8
ORD-38749,CUST-0044,PROD-0080,Office Supplies,Paper,East,First Class,2023-02-06,2023-02-09,5,478.83,0.0,204.01
ORD-70635,CUST-0432,PROD-0100,Technology,Machines,South,Second Class,2023-09-11,2023-09-14,1,477.67,0.1,216.07
ORD-97783,CUST-0355,PROD-0125,Office Supplies,Storage,North,First Class,2023-07-08,2023-07-11,8,657.89,0.0,384.87
ORD-69346,CUST-0405,PROD-0169,Furniture,Furnishings,East,Standard Class,2023-12-08,2023-12-14,1,882.51,0.2,166.62
ORD-56351,CUST-0393,PROD-0026,Office Supplies,Art,North,Same Day,2023-03-28,2023-04-04,4,435.13,0.2,160.67
ORD-15472,CUST-0140,PROD-0031,Office Supplies,Paper,West,Standard Class,2023-09-20,2023-09-22,10,244.29,0.0,103.52
ORD-51642,CUST-0046,PROD-0194,Office Supplies,Binders,North,Standard Class,2023-04-02,2023-04-07,6,86.25,0.5,6.2
ORD-67829,CUST-0132,PROD-0173,Furniture,Tables,North,Second Class,2023-07-09,2023-07-12,3,376.14,0.3,91.65
ORD-91006,CUST-0015,PROD-0065,Office Supplies,Storage,East,Same Day,2023-12-26,2024-01-02,5,483.7,0.3,104.02
ORD-27878,CUST-0423,PROD-0098,Technology,Accessories,South,First Class,2023-11-21,2023-11-26,9,1339.6,0.5,-214.27
ORD-54911,CUST-0034,PROD-0147,Technology,Accessories,East,First Class,2023-01-28,2023-02-02,3,455.99,0.0,267.97
ORD-65343,CUST-0407,PROD-0013,Furniture,Bookcases,East,Standard Class,2023-04-14,2023-04-17,10,379.77,0.1,84.24
ORD-25565,CUST-0495,PROD-0125,Office Supplies,Storage,South,First Class,2023-05-26,2023-06-01,4,1404.23,0.5,-125.18
ORD-69491,CUST-0057,PROD-0141,Office Supplies,Binders,North,First Class,2023-02-17,2023-02-24,7,1012.4,0.2,202.94
ORD-84576,CUST-0085,PROD-0057,Technology,Copiers,West,Standard Class,2023-12-12,2023-12-13,1,825.16,0.0,456.91
ORD-40872,CUST-0471,PROD-0139,Office Supplies,Binders,West,Same Day,2023-01-04,2023-01-11,3,1200.67,0.5,-165.6
ORD-68947,CUST-0312,PROD-0082,Technology,Machines,West,Second Class,2023-05-19,2023-05-25,2,1357.21,0.3,140.27
ORD-34806,CUST-0179,PROD-0075,Furniture,Tables,West,First Class,2023-10-31,2023-11-05,7,260.56,0.0,104.47
ORD-40348,CUST-0258,PROD-0180,Furniture,Tables,North,First Class,2023-02-06,2023-02-10,6,942.1,0.1,380.39
ORD-89587,CUST-0023,PROD-0154,Office Supplies,Paper,South,Second Class,2023-09-03,2023-09-05,9,1344.57,0.3,305.94
ORD-54563,CUST-0121,PROD-0148,Office Supplies,Paper,North,Same Day,2023-09-04,2023-09-06,4,335.34,0.3,82.06
ORD-60331,CUST-0497,PROD-0082,Technology,Machines,North,First Class,2023-12-21,2023-12-24,10,596.02,0.3,68.71
ORD-32448,CUST-0121,PROD-0143,Furniture,Bookcases,East,First Class,2023-01-14,2023-01-15,1,1026.54,0.0,313.51
ORD-99102,CUST-0187,PROD-0174,Furniture,Bookcases,East,Second Class,2023-09-09,2023-09-14,3,25.79,0.1,12.45
ORD-23742,CUST-0409,PROD-0187,Office Supplies,Storage,North,First Class,2023-12-14,2023-12-16,3,171.96,0.5,-6.13
ORD-53018,CUST-0316,PROD-0157,Technology,Accessories,East,Second Class,2023-11-18,2023-11-23,9,376.83,0.0,223.15
ORD-37368,CUST-0091,PROD-0002,Office Supplies,Art,North,Standard Class,2023-04-28,2023-05-04,8,214.24,0.0,125.02
ORD-29684,CUST-0466,PROD-0193,Office Supplies,Storage,South,Second Class,2023-08-18,2023-08-21,6,1329.24,0.0,735.43
ORD-38128,CUST-0238,PROD-0015,Office Supplies,Paper,West,Same Day,2023-12-02,2023-12-08,4,327.62,0.0,118.26
ORD-30756,CUST-0179,PROD-0027,Furniture,Furnishings,West,Same Day,2023-09-30,2023-10-05,10,277.94,0.0,125.98
ORD-64774,CUST-0083,PROD-0026,Technology,Accessories,East,Second Class,2023-10-23,2023-10-29,6,851.34,0.5,-73.87
ORD-58172,CUST-0493,PROD-0102,Furniture,Furnishings,South,Standard Class,2023-10-24,2023-10-26,10,1403.81,0.1,346.05
ORD-14309,CUST-0299,PROD-0188,Office Supplies,Art,East,Standard Class,2023-06-02,2023-06-06,6,1379.46,0.2,374.83
ORD-35686,CUST-0387,PROD-0116,Office Supplies,Binders,East,Same Day,2023-05-30,2023-06-06,9,543.76,0.2,69.1
ORD-75235,CUST-0224,PROD-0107,Office Supplies,Art,East,Same Day,2023-09-06,2023-09-12,1,495.9,0.3,88.25
ORD-57887,CUST-0482,PROD-0014,Furniture,Furnishings,West,Second Class,2023-06-22,2023-06-23,2,573.6,0.5,56.46
ORD-90772,CUST-0071,PROD-0085,Furniture,Furnishings,North,Second Class,2023-03-26,2023-03-30,5,579.3,0.3,86.98
ORD-56807,CUST-0024,PROD-0187,Office Supplies,Paper,East,Same Day,2023-07-28,2023-08-04,1,1045.08,0.5,-17.68
ORD-76482,CUST-0361,PROD-0047,Office Supplies,Art,North,Second Class,2023-02-22,2023-02-26,3,1149.28,0.1,574.62
ORD-92528,CUST-0328,PROD-0042,Technology,Accessories,South,Second Class,2023-03-31,2023-04-01,3,1153.61,0.0,497.99
ORD-32879,CUST-0298,PROD-0173,Office Supplies,Art,East,Same Day,2023-03-10,2023-03-14,7,380.35,0.5,27.09
ORD-48488,CUST-0262,PROD-0119,Furniture,Furnishings,North,Second Class,2023-12-10,2023-12-11,3,1015.93,0.1,423.91
ORD-83440,CUST-0307,PROD-0062,Office Supplies,Art,South,First Class,2023-06-19,2023-06-24,5,864.31,0.5,-130.33
ORD-99457,CUST-0315,PROD-0193,Technology,Copiers,East,First Class,2023-06-28,2023-07-05,10,1074.21,0.0,601.51
ORD-72060,CUST-0334,PROD-0174,Furniture,Chairs,South,Standard Class,2023-10-20,2023-10-26,1,117.3,0.0,52.91
ORD-49574,CUST-0387,PROD-0148,Furniture,Tables,North,Standard Class,2023-02-10,2023-02-13,10,646.44,0.0,305.71
ORD-13336,CUST-0290,PROD-0139,Office Supplies,Paper,North,Second Class,2023-12-09,2023-12-10,5,1015.38,0.1,323.35
ORD-61053,CUST-0326,PROD-0027,Office Supplies,Storage,East,Standard Class,2023-01-15,2023-01-22,6,933.17,0.1,249.19
ORD-37254,CUST-0135,PROD-0173,Furniture,Bookcases,East,First Class,2023-02-15,2023-02-16,5,261.11,0.5,-13.75
ORD-48588,CUST-0417,PROD-0023,Office Supplies,Binders,West,Second Class,2023-05-19,2023-05-24,1,1253.08,0.3,209.41
ORD-52523,CUST-0169,PROD-0009,Office Supplies,Art,East,Standard Class,2023-06-21,2023-06-22,10,91.27,0.0,42.22
ORD-68686,CUST-0389,PROD-0120,Technology,Copiers,West,Standard Class,2023-12-16,2023-12-20,2,1364.12,0.2,305.44
ORD-24777,CUST-0109,PROD-0195,Furniture,Chairs,South,Second Class,2023-10-12,2023-10-14,7,1274.79,0.1,263.27
ORD-57189,CUST-0302,PROD-0094,Office Supplies,Binders,West,Same Day,2023-02-01,2023-02-07,7,882.88,0.0,295.01
ORD-64507,CUST-0307,PROD-0169,Technology,Machines,West,Second Class,2023-11-03,2023-11-04,7,1331.9,0.3,141.85
ORD-75186,CUST-0218,PROD-0032,Technology,Phones,South,First Class,2023-07-01,2023-07-08,2,993.87,0.0,321.15
ORD-43924,CUST-0188,PROD-0151,Office Supplies,Storage,North,Second Class,2023-08-29,2023-08-31,5,909.33,0.0,392.16
ORD-93200,CUST-0339,PROD-0109,Technology,Accessories,West,Second Class,2023-10-18,2023-10-25,9,1048.59,0.1,337.98
ORD-21144,CUST-0125,PROD-0188,Office Supplies,Storage,West,Standard Class,2023-02-27,2023-03-04,9,151.08,0.5,-16.1
ORD-99229,CUST-0045,PROD-0031,Office Supplies,Binders,South,Same Day,2023-11-09,2023-11-12,3,328.53,0.0,170.91
ORD-31813,CUST-0142,PROD-0021,Office Supplies,Storage,North,Same Day,2023-02-20,2023-02-22,8,764.77,0.3,133.93
ORD-42202,CUST-0382,PROD-0131,Furniture,Chairs,North,First Class,2023-12-12,2023-12-14,3,1109.82,0.3,20.56
ORD-33730,CUST-0451,PROD-0014,Furniture,Bookcases,East,First Class,2023-06-12,2023-06-13,10,746.4,0.3,201.95
ORD-43477,CUST-0301,PROD-0091,Furniture,Chairs,North,Second Class,2023-03-14,2023-03-20,6,1487.61,0.3,438.67
ORD-92837,CUST-0096,PROD-0131,Furniture,Tables,South,Second Class,2023-02-19,2023-02-23,1,1065.62,0.3,63.71
ORD-95652,CUST-0425,PROD-0058,Office Supplies,Paper,South,Same Day,2023-09-10,2023-09-16,5,330.23,0.0,175.93
ORD-17769,CUST-0430,PROD-0088,Office Supplies,Storage,South,Second Class,2023-12-29,2024-01-05,2,757.06,0.0,398.38
ORD-55537,CUST-0267,PROD-0030,Technology,Copiers,South,First Class,2023-01-25,2023-01-26,6,1287.87,0.3,17.01
ORD-73767,CUST-0316,PROD-0108,Office Supplies,Art,East,Same Day,2023-03-31,2023-04-01,2,590.36,0.2,234.6
ORD-17017,CUST-0214,PROD-0043,Technology,Accessories,North,First Class,2023-05-18,2023-05-19,8,1262.86,0.5,-16.73
